Protein,29,83,25,41,179,134,44,98,7,239,223,240,253,10,5,159,58,73,251,15,250,280,279,265,268,247,49,107,126,124,129,196,144,18,139,132,117,173,16,55,170,160,29,83,25,41,179,134,44,98,7,239,223,240,253,10,5,159,58,73,251,15,250,280,279,265,268,247,49,107,126,124,129,196,144,18,139,132,117,173,16,55,170,160,11,47,97,75,130,178,199,82,43,61,174,189,186,158,113,76,116,37,229,273,274,138,192,167,67,241,252,258,256,281,228,245,272,221,266,270,236,74,19,101,11,47,97,75,130,178,199,82,43,61,174,189,186,158,113,76,116,37,229,273,274,138,192,167,67,241,252,258,256,281,228,245,272,221,266,270,236,74,19,101,30,211,209,102,48,93,50,12,63,226,233,96,195,137,264,277,271,249,110,198,45,22,6,135,31,24,78,183,30,211,209,102,48,93,50,12,63,226,233,96,195,137,264,277,271,249,110,198,45,22,6,135,31,24,78,183
P00519,0.473288442,1.121696376,-2.123420213,0.021689393,2.844642472,0.788498766,2.112283465,-0.058937861,0.078987223,0.853047716,-0.174827315,-0.7405463,0.301683005,-0.856433305,-1.729072464,0.417897823,0.267664214,0.281191052,-0.926610313,0.006294462,0.420343685,0.886298424,-0.725191833,1.146879192,0.678908293,1.669145568,0.844538848,0.618892634,-1.066806505,-0.175340186,-0.123066951,0.221575738,0.069425944,-0.808049703,0.076217521,0.333816386,-0.255474942,-0.239928705,-0.695709448,0.73124898,1.227620312,1.389703808,0.473288442,1.121696376,-2.123420213,0.021689393,2.844642472,0.788498766,2.112283465,-0.058937861,0.078987223,0.853047716,-0.174827315,-0.7405463,0.301683005,-0.856433305,-1.729072464,0.417897823,0.267664214,0.281191052,-0.926610313,0.006294462,0.420343685,0.886298424,-0.725191833,1.146879192,0.678908293,1.669145568,0.844538848,0.618892634,-1.066806505,-0.175340186,-0.123066951,0.221575738,0.069425944,-0.808049703,0.076217521,0.333816386,-0.255474942,-0.239928705,-0.695709448,0.73124898,1.227620312,1.389703808,-1.12529163,0.576902664,0.182380971,0.690659066,-0.026823637,0.668874618,-1.00444702,0.528361142,0.237803427,0.45812537,-0.066659305,-0.154461126,-1.68561864,-1.113821291,1.540969744,-2.571919184,1.366026179,-0.673124435,-0.879962271,-0.722264416,0.264616846,-0.022083459,-0.221814324,0.267785225,-0.977175407,-0.457807081,-0.524961422,-1.16708823,0.436577468,0.577181718,0.227574049,-0.206738507,0.674360752,-0.450547668,-0.589394809,-0.081663466,1.201889598,-0.489251218,5.400709718,1.86927673,-1.12529163,0.576902664,0.182380971,0.690659066,-0.026823637,0.668874618,-1.00444702,0.528361142,0.237803427,0.45812537,-0.066659305,-0.154461126,-1.68561864,-1.113821291,1.540969744,-2.571919184,1.366026179,-0.673124435,-0.879962271,-0.722264416,0.264616846,-0.022083459,-0.221814324,0.267785225,-0.977175407,-0.457807081,-0.524961422,-1.16708823,0.436577468,0.577181718,0.227574049,-0.206738507,0.674360752,-0.450547668,-0.589394809,-0.081663466,1.201889598,-0.489251218,5.400709718,1.86927673,-0.893151135,1.267961784,-0.21084086,-2.382386536,-0.805463277,0.46412747,0.689297239,-0.531161703,0.572621827,0.831897228,-0.648405917,1.27389998,-0.76274811,-0.213866361,-0.616004888,-0.193302357,-1.013981621,0.941173579,0.78590211,-0.792414022,-0.829167718,-0.696519557,-1.65307802,-0.428512907,0.23576491,0.397464934,-1.544323777,-0.019550746,-0.893151135,1.267961784,-0.21084086,-2.382386536,-0.805463277,0.46412747,0.689297239,-0.531161703,0.572621827,0.831897228,-0.648405917,1.27389998,-0.76274811,-0.213866361,-0.616004888,-0.193302357,-1.013981621,0.941173579,0.78590211,-0.792414022,-0.829167718,-0.696519557,-1.65307802,-0.428512907,0.23576491,0.397464934,-1.544323777,-0.019550746
Q6UWZ7,-0.716556909,-0.060035662,-0.875117178,-1.525009046,-3.026739962,2.019336052,1.344245263,0.270392134,-0.349963284,-0.61902967,-0.653530254,0.130394356,4.315478062,-0.012320099,0.398569164,-0.700152683,-0.793257564,-1.093251274,0.348657256,0.332270999,0.427082583,0.085319571,0.67159521,-0.056027617,-1.125061764,0.028036406,-2.062758758,0.717508705,1.195918999,1.279896034,-0.699227087,0.268970215,0.26248575,-0.151651226,1.099864231,1.949497084,-1.05751998,-1.490740358,0.767104748,-0.988996374,1.28154524,-0.658509466,-0.716556909,-0.060035662,-0.875117178,-1.525009046,-3.026739962,2.019336052,1.344245263,0.270392134,-0.349963284,-0.61902967,-0.653530254,0.130394356,4.315478062,-0.012320099,0.398569164,-0.700152683,-0.793257564,-1.093251274,0.348657256,0.332270999,0.427082583,0.085319571,0.67159521,-0.056027617,-1.125061764,0.028036406,-2.062758758,0.717508705,1.195918999,1.279896034,-0.699227087,0.268970215,0.26248575,-0.151651226,1.099864231,1.949497084,-1.05751998,-1.490740358,0.767104748,-0.988996374,1.28154524,-0.658509466,0.419628689,1.14655538,0.519446412,-0.081528552,0.334350948,0.432080508,1.023749281,-1.206357491,1.700352354,-0.794517987,1.156643245,0.55796706,0.007988948,-1.11526041,-0.286220357,-2.079880147,-2.249789246,-1.15464349,1.458816785,0.553044763,-1.809968937,-1.541500396,0.394616281,0.918028943,0.212641371,-1.223111828,0.427399208,1.241827799,0.114878569,-0.424433074,-0.390368681,-0.047184343,0.164553809,1.871175224,-0.973039415,-1.270111291,-0.267718082,0.096339242,-0.115318654,0.132271474,0.419628689,1.14655538,0.519446412,-0.081528552,0.334350948,0.432080508,1.023749281,-1.206357491,1.700352354,-0.794517987,1.156643245,0.55796706,0.007988948,-1.11526041,-0.286220357,-2.079880147,-2.249789246,-1.15464349,1.458816785,0.553044763,-1.809968937,-1.541500396,0.394616281,0.918028943,0.212641371,-1.223111828,0.427399208,1.241827799,0.114878569,-0.424433074,-0.390368681,-0.047184343,0.164553809,1.871175224,-0.973039415,-1.270111291,-0.267718082,0.096339242,-0.115318654,0.132271474,-0.243167826,0.178390196,1.31397643,-0.546677903,-1.986583054,-1.943732727,0.762060083,-1.03522499,0.008890989,0.120331368,0.180444134,0.37184784,0.927547264,-1.091797546,-0.821093687,1.531973553,-0.158073596,0.271837855,-1.245296584,-1.556823769,1.033945369,0.607625983,0.829696461,0.675182439,0.385856065,-0.823127367,-0.363835507,1.082538678,-0.243167826,0.178390196,1.31397643,-0.546677903,-1.986583054,-1.943732727,0.762060083,-1.03522499,0.008890989,0.120331368,0.180444134,0.37184784,0.927547264,-1.091797546,-0.821093687,1.531973553,-0.158073596,0.271837855,-1.245296584,-1.556823769,1.033945369,0.607625983,0.829696461,0.675182439,0.385856065,-0.823127367,-0.363835507,1.082538678
Q9P1U1,-0.238502946,-1.034176751,-0.059764578,2.76423266,-0.085388562,-2.80344771,0.306232377,-0.978114483,0.048539831,0.386393892,0.023576863,-0.194760971,-0.780387744,0.334524125,1.262094627,-1.028519413,-0.266425167,0.93164706,-0.21503987,-0.148738473,-0.443457469,0.087519288,-0.573157639,-0.398475468,0.729403313,0.146475721,0.668943494,-0.503049374,0.213060357,0.300105499,2.133987993,-0.62489587,-0.699216108,1.456055044,-0.713418041,-2.426897724,0.052732935,0.457148689,-0.359193889,-0.304476613,0.69651766,-0.770952124,-0.238502946,-1.034176751,-0.059764578,2.76423266,-0.085388562,-2.80344771,0.306232377,-0.978114483,0.048539831,0.386393892,0.023576863,-0.194760971,-0.780387744,0.334524125,1.262094627,-1.028519413,-0.266425167,0.93164706,-0.21503987,-0.148738473,-0.443457469,0.087519288,-0.573157639,-0.398475468,0.729403313,0.146475721,0.668943494,-0.503049374,0.213060357,0.300105499,2.133987993,-0.62489587,-0.699216108,1.456055044,-0.713418041,-2.426897724,0.052732935,0.457148689,-0.359193889,-0.304476613,0.69651766,-0.770952124,-0.166564886,1.604579406,-1.207449964,-0.844376524,-1.095837801,-0.783068017,-0.171245667,-0.652130137,-0.311648293,1.430282988,-0.637732527,0.66048747,-0.445328996,1.079955039,-0.70048366,1.017954647,0.774976078,0.06154966,0.320600822,-1.175814142,0.173135778,0.108575063,1.140387267,-0.568864941,0.084708568,0.608189487,1.291456236,4.433336505,0.206459354,0.232192473,0.623132652,-0.014289242,-1.075834993,-1.1789761,-0.782941757,0.253671537,-0.410446687,-1.268977592,-1.433788017,-0.212733889,-0.166564886,1.604579406,-1.207449964,-0.844376524,-1.095837801,-0.783068017,-0.171245667,-0.652130137,-0.311648293,1.430282988,-0.637732527,0.66048747,-0.445328996,1.079955039,-0.70048366,1.017954647,0.774976078,0.06154966,0.320600822,-1.175814142,0.173135778,0.108575063,1.140387267,-0.568864941,0.084708568,0.608189487,1.291456236,4.433336505,0.206459354,0.232192473,0.623132652,-0.014289242,-1.075834993,-1.1789761,-0.782941757,0.253671537,-0.410446687,-1.268977592,-1.433788017,-0.212733889,-2.878992583,-0.217237488,0.609728102,0.292512399,-0.193592256,0.131539599,-0.647476874,0.681036445,-0.457222115,-0.05097012,-0.049363512,0.359427026,-0.071002626,-0.134803854,1.660950823,-2.247175639,-0.37512787,-1.36543343,0.523418351,-0.348000779,0.747233227,0.26168187,-0.195267182,1.477780772,1.330195555,-0.917435082,-0.818696206,-1.6170072,-2.878992583,-0.217237488,0.609728102,0.292512399,-0.193592256,0.131539599,-0.647476874,0.681036445,-0.457222115,-0.05097012,-0.049363512,0.359427026,-0.071002626,-0.134803854,1.660950823,-2.247175639,-0.37512787,-1.36543343,0.523418351,-0.348000779,0.747233227,0.26168187,-0.195267182,1.477780772,1.330195555,-0.917435082,-0.818696206,-1.6170072
Q04771,0.380823066,1.427866573,1.275829874,-3.006254836,1.432386521,-1.191000516,1.75864284,-0.124857812,0.389747633,0.660084727,-0.112119915,-0.405969533,-1.145905737,0.708217111,-0.430379837,-0.716999969,0.756045792,-2.016655427,-0.413508502,-0.350680031,1.95399318,1.056006436,0.749143127,0.706320886,1.589813204,0.374237261,-0.561325747,0.43082015,-0.22533729,1.898291175,0.46524903,-0.140209616,-0.193234409,-0.16515862,0.149766314,-2.445229984,1.343489838,-0.239141417,-0.785203056,-0.515369063,-0.264712769,0.133717177,0.380823066,1.427866573,1.275829874,-3.006254836,1.432386521,-1.191000516,1.75864284,-0.124857812,0.389747633,0.660084727,-0.112119915,-0.405969533,-1.145905737,0.708217111,-0.430379837,-0.716999969,0.756045792,-2.016655427,-0.413508502,-0.350680031,1.95399318,1.056006436,0.749143127,0.706320886,1.589813204,0.374237261,-0.561325747,0.43082015,-0.22533729,1.898291175,0.46524903,-0.140209616,-0.193234409,-0.16515862,0.149766314,-2.445229984,1.343489838,-0.239141417,-0.785203056,-0.515369063,-0.264712769,0.133717177,-0.279966692,1.230524004,-0.285391515,-0.143514235,-0.73835079,-0.305102678,0.0479999,1.370157928,0.117782136,1.261314881,0.99264641,-0.759513947,1.140405462,-0.580150462,-2.261465995,-0.821018485,-0.514700728,-0.177544897,1.500550754,-1.584525722,-0.76927146,-0.201435663,0.799209245,0.253401607,0.757192415,0.536006321,-1.632822369,-2.059538604,-0.865757812,-0.447976381,1.501110243,-0.12027759,0.443005192,-0.310525952,0.632537466,0.528950582,1.694120291,-0.6693664,-0.727555105,0.400814695,-0.279966692,1.230524004,-0.285391515,-0.143514235,-0.73835079,-0.305102678,0.0479999,1.370157928,0.117782136,1.261314881,0.99264641,-0.759513947,1.140405462,-0.580150462,-2.261465995,-0.821018485,-0.514700728,-0.177544897,1.500550754,-1.584525722,-0.76927146,-0.201435663,0.799209245,0.253401607,0.757192415,0.536006321,-1.632822369,-2.059538604,-0.865757812,-0.447976381,1.501110243,-0.12027759,0.443005192,-0.310525952,0.632537466,0.528950582,1.694120291,-0.6693664,-0.727555105,0.400814695,-0.870165187,0.252593951,0.49941335,0.692508116,0.131831655,0.698818763,-0.499309006,0.867725786,-0.422921496,0.250471365,-0.062007613,-0.927678325,-1.234539206,-1.503182786,0.976848584,-1.333290115,0.668273001,0.93421404,0.525838647,-0.564116996,0.763149507,-0.649732027,0.660080586,-1.79412467,0.128824977,1.037633937,-1.420419736,-1.035029809,-0.870165187,0.252593951,0.49941335,0.692508116,0.131831655,0.698818763,-0.499309006,0.867725786,-0.422921496,0.250471365,-0.062007613,-0.927678325,-1.234539206,-1.503182786,0.976848584,-1.333290115,0.668273001,0.93421404,0.525838647,-0.564116996,0.763149507,-0.649732027,0.660080586,-1.79412467,0.128824977,1.037633937,-1.420419736,-1.035029809
Q8N6G6,-0.428782293,0.159515237,-0.517188291,-0.119640052,0.298743159,-0.004056693,0.27959123,1.298374882,0.35009677,-0.066239767,-1.058847527,-0.47486707,-1.092877602,0.162094955,-2.303840355,-1.755797855,0.673627858,-1.664902873,-0.014913603,1.693585684,0.546465771,2.403961055,0.255966715,2.123300356,-0.21360763,1.763747323,0.611740965,0.695718563,0.490300891,2.714332483,0.091551608,0.324252166,0.346105094,0.361969341,0.383081486,-1.864009918,1.616619469,-0.030997819,-0.290280164,0.808968209,-0.805351716,0.738390502,-0.428782293,0.159515237,-0.517188291,-0.119640052,0.298743159,-0.004056693,0.27959123,1.298374882,0.35009677,-0.066239767,-1.058847527,-0.47486707,-1.092877602,0.162094955,-2.303840355,-1.755797855,0.673627858,-1.664902873,-0.014913603,1.693585684,0.546465771,2.403961055,0.255966715,2.123300356,-0.21360763,1.763747323,0.611740965,0.695718563,0.490300891,2.714332483,0.091551608,0.324252166,0.346105094,0.361969341,0.383081486,-1.864009918,1.616619469,-0.030997819,-0.290280164,0.808968209,-0.805351716,0.738390502,-0.438917545,-2.748929454,-0.519814619,-0.536306318,0.255028928,-0.150598617,0.104024808,0.716969854,-0.996899252,1.666315565,-0.352998619,0.414734408,0.286872156,-1.075600046,0.768059135,-0.998505584,0.833357374,-0.261621905,1.225836611,-0.338082748,0.62082221,-0.291368551,-0.416281352,0.303252767,-0.01542196,-0.626800241,-1.260984243,-0.867726149,-0.908561536,-0.832026264,1.91287504,1.433159341,0.785009286,-1.079657495,-0.511045033,-0.007151658,-0.46106067,-1.165978483,1.648565951,1.677746344,-0.438917545,-2.748929454,-0.519814619,-0.536306318,0.255028928,-0.150598617,0.104024808,0.716969854,-0.996899252,1.666315565,-0.352998619,0.414734408,0.286872156,-1.075600046,0.768059135,-0.998505584,0.833357374,-0.261621905,1.225836611,-0.338082748,0.62082221,-0.291368551,-0.416281352,0.303252767,-0.01542196,-0.626800241,-1.260984243,-0.867726149,-0.908561536,-0.832026264,1.91287504,1.433159341,0.785009286,-1.079657495,-0.511045033,-0.007151658,-0.46106067,-1.165978483,1.648565951,1.677746344,1.390507447,0.224027108,-0.652895799,-0.59425142,-0.485882547,0.716965225,-1.915557318,0.718056223,0.650226993,-1.479683328,-0.441057835,0.333501791,-0.515115223,-1.892961112,0.848615301,-0.98699045,-0.234134367,-1.237111719,0.028920254,0.065838821,0.639233485,0.075915358,0.480142805,-0.016458372,0.000345393,-0.008861039,-1.627306732,-0.555984406,1.390507447,0.224027108,-0.652895799,-0.59425142,-0.485882547,0.716965225,-1.915557318,0.718056223,0.650226993,-1.479683328,-0.441057835,0.333501791,-0.515115223,-1.892961112,0.848615301,-0.98699045,-0.234134367,-1.237111719,0.028920254,0.065838821,0.639233485,0.075915358,0.480142805,-0.016458372,0.000345393,-0.008861039,-1.627306732,-0.555984406
Q9UKV8,-0.664908336,0.617388666,1.954403869,2.419463329,-0.838991863,-0.558948196,2.253740495,-1.204407116,0.764560471,0.985464745,0.34572872,-0.331975342,-0.901126688,0.357851646,-1.36500875,0.431777057,0.07793774,-1.845204737,-0.481478145,0.807841768,-0.564648668,-0.427028399,-1.552266344,0.717191524,2.264681235,0.923243923,-0.064467151,0.938854584,0.099428946,0.257747143,-0.419416055,0.462520813,-0.251895721,0.218816054,-0.968599527,0.173707516,0.008408109,1.544507689,1.976018526,0.056362545,-2.064291189,-1.388552613,-0.664908336,0.617388666,1.954403869,2.419463329,-0.838991863,-0.558948196,2.253740495,-1.204407116,0.764560471,0.985464745,0.34572872,-0.331975342,-0.901126688,0.357851646,-1.36500875,0.431777057,0.07793774,-1.845204737,-0.481478145,0.807841768,-0.564648668,-0.427028399,-1.552266344,0.717191524,2.264681235,0.923243923,-0.064467151,0.938854584,0.099428946,0.257747143,-0.419416055,0.462520813,-0.251895721,0.218816054,-0.968599527,0.173707516,0.008408109,1.544507689,1.976018526,0.056362545,-2.064291189,-1.388552613,1.184579314,-0.467475372,0.16754441,1.656612758,-0.149763736,-2.31743247,-0.662152195,1.055258586,0.231747693,-1.414818033,0.03573816,1.576240278,0.559289684,-1.02566405,0.72430631,-0.1796262,0.173747492,-1.126801792,0.910202929,-0.486650593,-0.521927942,-0.121214503,-0.744404072,-1.350441793,2.390551372,0.000432527,-1.162691667,0.10125273,-0.791615919,-0.904727969,0.250717171,-0.260739032,-0.344765352,-0.151265267,-0.190383409,-0.600912007,0.741787169,0.495343924,3.783847487,0.906393932,1.184579314,-0.467475372,0.16754441,1.656612758,-0.149763736,-2.31743247,-0.662152195,1.055258586,0.231747693,-1.414818033,0.03573816,1.576240278,0.559289684,-1.02566405,0.72430631,-0.1796262,0.173747492,-1.126801792,0.910202929,-0.486650593,-0.521927942,-0.121214503,-0.744404072,-1.350441793,2.390551372,0.000432527,-1.162691667,0.10125273,-0.791615919,-0.904727969,0.250717171,-0.260739032,-0.344765352,-0.151265267,-0.190383409,-0.600912007,0.741787169,0.495343924,3.783847487,0.906393932,1.846917206,-1.11056783,-0.224637553,-0.236286757,-0.38413921,0.612265512,0.608364191,1.27525675,0.202028793,-0.272915022,-0.318025101,-0.417824208,-0.620614013,2.07E-05,-0.232878884,-0.843095462,0.673879623,0.790175021,-0.197472022,-0.657567107,0.736009569,0.342618567,-0.230558635,-0.508878052,-0.816305384,1.109370699,-0.842916195,-0.493872048,1.846917206,-1.11056783,-0.224637553,-0.236286757,-0.38413921,0.612265512,0.608364191,1.27525675,0.202028793,-0.272915022,-0.318025101,-0.417824208,-0.620614013,2.07E-05,-0.232878884,-0.843095462,0.673879623,0.790175021,-0.197472022,-0.657567107,0.736009569,0.342618567,-0.230558635,-0.508878052,-0.816305384,1.109370699,-0.842916195,-0.493872048
P31749,-0.10110431,-0.878302422,-0.011527649,1.142531513,-1.580082161,0.303100883,-0.12073195,-1.091809748,-1.177714087,1.682056923,0.116658735,1.025073619,1.058423019,0.936579476,1.134434916,0.702949879,-0.095648348,-1.039320452,0.512712171,-0.259235904,-1.016646993,-0.105906579,-0.696220661,0.266143002,0.997676371,-0.295743333,-1.33639196,-1.891954829,-1.358415474,-1.85735464,0.980829447,0.818894774,-0.083676857,-0.144170409,-0.875244547,1.448623272,-0.46086978,0.153194307,-1.569217706,-1.881026622,-0.258697254,0.754452522,-0.10110431,-0.878302422,-0.011527649,1.142531513,-1.580082161,0.303100883,-0.12073195,-1.091809748,-1.177714087,1.682056923,0.116658735,1.025073619,1.058423019,0.936579476,1.134434916,0.702949879,-0.095648348,-1.039320452,0.512712171,-0.259235904,-1.016646993,-0.105906579,-0.696220661,0.266143002,0.997676371,-0.295743333,-1.33639196,-1.891954829,-1.358415474,-1.85735464,0.980829447,0.818894774,-0.083676857,-0.144170409,-0.875244547,1.448623272,-0.46086978,0.153194307,-1.569217706,-1.881026622,-0.258697254,0.754452522,0.118490698,0.775995402,0.403559988,0.78725108,0.479623596,-0.297807767,0.330979285,-2.43840115,0.125174179,-1.392521886,-2.155879413,0.895354044,0.19384282,-0.402776825,-2.771405048,1.556559113,-0.52748143,0.223832741,-0.238071883,-1.706761902,-0.298064102,0.674041264,-1.285461884,1.594823376,0.019346531,-1.205336327,1.273765571,1.609830967,1.075528936,1.07375285,-0.835584998,0.036109077,1.342861195,0.086591892,0.022878956,0.882207609,2.445668078,2.162905547,1.221544618,0.124266933,0.118490698,0.775995402,0.403559988,0.78725108,0.479623596,-0.297807767,0.330979285,-2.43840115,0.125174179,-1.392521886,-2.155879413,0.895354044,0.19384282,-0.402776825,-2.771405048,1.556559113,-0.52748143,0.223832741,-0.238071883,-1.706761902,-0.298064102,0.674041264,-1.285461884,1.594823376,0.019346531,-1.205336327,1.273765571,1.609830967,1.075528936,1.07375285,-0.835584998,0.036109077,1.342861195,0.086591892,0.022878956,0.882207609,2.445668078,2.162905547,1.221544618,0.124266933,-1.225075337,0.199252154,-0.020369277,0.970074335,-0.404161093,1.292193686,-1.417922015,0.226749001,0.145299331,-0.250268562,0.206924674,-0.189098134,0.219898793,-0.56386092,-0.071176979,1.49625457,-0.954007387,0.656296702,-0.20960735,0.642902105,0.221447625,1.236273196,-1.107557177,-0.576005643,0.284964096,0.804356095,0.078202286,-0.488806779,-1.225075337,0.199252154,-0.020369277,0.970074335,-0.404161093,1.292193686,-1.417922015,0.226749001,0.145299331,-0.250268562,0.206924674,-0.189098134,0.219898793,-0.56386092,-0.071176979,1.49625457,-0.954007387,0.656296702,-0.20960735,0.642902105,0.221447625,1.236273196,-1.107557177,-0.576005643,0.284964096,0.804356095,0.078202286,-0.488806779
P31751,4.649828089,-0.531611499,1.0464846,0.545777659,-0.677549549,0.356670173,-0.324487478,-1.264702454,-0.609184217,0.277727957,0.426632409,0.166623294,0.951051641,0.08849541,-0.281253089,0.214258248,0.210127118,-1.182553426,1.172785142,-0.820281363,0.562579467,0.709761745,-0.1415127,0.202410212,-0.248247603,-0.568786482,-1.35100506,-0.238441631,-1.768614257,-0.718820847,-0.305060372,0.484901399,0.130576305,-0.491433976,-0.810547667,0.523927307,-0.731777465,-1.112122797,-0.771895289,-0.968765381,0.082550845,-0.130284126,4.649828089,-0.531611499,1.0464846,0.545777659,-0.677549549,0.356670173,-0.324487478,-1.264702454,-0.609184217,0.277727957,0.426632409,0.166623294,0.951051641,0.08849541,-0.281253089,0.214258248,0.210127118,-1.182553426,1.172785142,-0.820281363,0.562579467,0.709761745,-0.1415127,0.202410212,-0.248247603,-0.568786482,-1.35100506,-0.238441631,-1.768614257,-0.718820847,-0.305060372,0.484901399,0.130576305,-0.491433976,-0.810547667,0.523927307,-0.731777465,-1.112122797,-0.771895289,-0.968765381,0.082550845,-0.130284126,-0.049540347,0.588558561,1.862535293,0.76395211,0.032868564,0.016140525,-0.22041038,-1.218989408,0.174332568,-0.866525378,-0.616079656,-0.105273757,0.275266255,-1.357588927,-1.314515518,0.557198227,-1.761284304,0.037200941,-1.095015616,-0.387263757,-1.025048206,0.371437737,-0.960271435,1.087816613,3.487706066,0.434477957,4.525846925,-0.469124824,0.660836493,0.237087185,-0.967171462,-0.083024234,-0.1384107,2.610279567,0.435954845,0.745169909,0.909825585,1.014613267,0.892064644,0.119905802,-0.049540347,0.588558561,1.862535293,0.76395211,0.032868564,0.016140525,-0.22041038,-1.218989408,0.174332568,-0.866525378,-0.616079656,-0.105273757,0.275266255,-1.357588927,-1.314515518,0.557198227,-1.761284304,0.037200941,-1.095015616,-0.387263757,-1.025048206,0.371437737,-0.960271435,1.087816613,3.487706066,0.434477957,4.525846925,-0.469124824,0.660836493,0.237087185,-0.967171462,-0.083024234,-0.1384107,2.610279567,0.435954845,0.745169909,0.909825585,1.014613267,0.892064644,0.119905802,-2.871969803,0.974120769,-0.251727382,-0.570833759,1.978333904,0.625274941,-1.477083639,-0.583113354,0.074304832,-0.945439027,0.111698823,1.09375873,-0.029691085,-0.239037492,-0.166403123,-1.284989114,-0.127523708,0.810335045,-0.718385657,-0.309650055,-0.654652316,0.120314565,-0.016102875,-0.067557488,1.152842291,0.092702986,-0.024491799,-0.88290891,-2.871969803,0.974120769,-0.251727382,-0.570833759,1.978333904,0.625274941,-1.477083639,-0.583113354,0.074304832,-0.945439027,0.111698823,1.09375873,-0.029691085,-0.239037492,-0.166403123,-1.284989114,-0.127523708,0.810335045,-0.718385657,-0.309650055,-0.654652316,0.120314565,-0.016102875,-0.067557488,1.152842291,0.092702986,-0.024491799,-0.88290891
Q9Y243,0.445326037,-0.392557623,0.259341926,2.047850976,1.275212385,0.094678007,-0.479582041,-0.74014056,-1.199235352,-0.125990679,0.458064883,0.833918171,0.341380392,0.330008676,0.361600958,0.454360199,-0.525450803,-1.634857852,0.557268712,0.607074145,0.337817117,1.036437288,-1.114493344,0.997331015,-1.506709896,0.172823654,0.015823975,-2.001170327,-0.908322701,-1.331447648,0.943142878,1.127227925,1.022950378,0.228523868,-0.563741276,-0.758252133,-0.068945968,-1.198178108,-0.670014414,-0.287524995,-0.369055087,1.301769318,0.445326037,-0.392557623,0.259341926,2.047850976,1.275212385,0.094678007,-0.479582041,-0.74014056,-1.199235352,-0.125990679,0.458064883,0.833918171,0.341380392,0.330008676,0.361600958,0.454360199,-0.525450803,-1.634857852,0.557268712,0.607074145,0.337817117,1.036437288,-1.114493344,0.997331015,-1.506709896,0.172823654,0.015823975,-2.001170327,-0.908322701,-1.331447648,0.943142878,1.127227925,1.022950378,0.228523868,-0.563741276,-0.758252133,-0.068945968,-1.198178108,-0.670014414,-0.287524995,-0.369055087,1.301769318,-0.488428673,0.60993701,1.049342614,0.660085707,0.832935709,-0.636505033,0.355186372,-3.174578911,0.721129422,-1.487753117,-0.006609774,0.410226611,-0.187090768,-1.897091309,-0.752572424,-0.122461932,-0.319824675,-0.767062986,-0.696499105,-2.730345245,-0.086728137,0.683708784,-2.754331628,1.175386063,1.962325277,-0.330149188,1.0527457,-0.94949974,0.570146496,0.388481981,-1.666874129,-0.823060495,0.396801357,0.334709885,0.021466232,0.090927192,-0.062728347,2.218226138,2.191220632,1.085009722,-0.488428673,0.60993701,1.049342614,0.660085707,0.832935709,-0.636505033,0.355186372,-3.174578911,0.721129422,-1.487753117,-0.006609774,0.410226611,-0.187090768,-1.897091309,-0.752572424,-0.122461932,-0.319824675,-0.767062986,-0.696499105,-2.730345245,-0.086728137,0.683708784,-2.754331628,1.175386063,1.962325277,-0.330149188,1.0527457,-0.94949974,0.570146496,0.388481981,-1.666874129,-0.823060495,0.396801357,0.334709885,0.021466232,0.090927192,-0.062728347,2.218226138,2.191220632,1.085009722,-1.733724818,0.04774562,1.259840474,-0.184308321,-0.594311125,1.8197863,-2.249759174,-0.228916269,0.643405522,-0.408051052,0.182077132,0.910590503,-0.519069927,0.193330203,0.262587543,-2.921903384,-0.428736028,0.194817793,0.683479629,0.824332578,-0.675451388,0.876554925,-0.141261162,-0.548061769,0.537878421,0.498979942,0.182524929,0.268466819,-1.733724818,0.04774562,1.259840474,-0.184308321,-0.594311125,1.8197863,-2.249759174,-0.228916269,0.643405522,-0.408051052,0.182077132,0.910590503,-0.519069927,0.193330203,0.262587543,-2.921903384,-0.428736028,0.194817793,0.683479629,0.824332578,-0.675451388,0.876554925,-0.141261162,-0.548061769,0.537878421,0.498979942,0.182524929,0.268466819
